"ID","ISDELETED","MASTERRECORDID","NAME","PARENTID","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","BILLINGLATITUDE","BILLINGLONGITUDE","BILLINGADDRESS","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","SHIPPINGLATITUDE","SHIPPINGLONGITUDE","SHIPPINGADDRESS","PHONE","FAX","WEBSITE","PHOTOURL","DESCRIPTION","SITE","OWNERID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTACTIVITYDATE","LASTVIEWEDDATE","LASTREFERENCEDDATE","JIGSAWCOMPANYID","BVN_TYPE__C","BVN_INDUSTRY__C"
"00120000006HlPvAAK","false","","Escor Pty Ltd","","164 Williams Road","Prahran","VIC","3181","","","","","164 Williams Road","Prahran","VIC","3181","","","","","03 9533 6388","03 9533 6480","www.escor.com.au","","","Mlebourne","00520000000zWmAAAU","2007-09-19T03:07:58.000Z","00520000000sqhLAAQ","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","",""
"00120000006HlPwAAK","false","","MAB Corporation Pty Ltd","","PO Box 7657","St Kilda","VIC","8004","","","","","Level 5
441 St Kilda Road","Melbourne","VIC","3004","","","","","03 8681 2222","03 8681 2100","www.mabcorp.com.au","","","Melbourne","00520000000zWmAAAU","2007-09-19T03:07:58.000Z","00520000000sqhLAAQ","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","Property Developer/Owner","Property"
"00120000006HlPzAAK","false","","Salta Properties Pty Ltd","","Locked Bag 1300","Port Melbourne","VIC","3207","","","","","Level 4
650 Lorimer Street","Port Melbourne","VIC","3000","","","","","03 9673 1111","03 9673 1188","www.salta.com.au","","","Melbourne","00520000000wb6mAAA","2007-09-19T03:07:58.000Z","00520000000sqhLAAQ","2009-10-16T06:02:15.000Z","00520000000zWmAAAU","2009-10-16T06:02:15.000Z","","","","","Property Developer/Owner","Property"
"00120000006HlQ1AAK","false","","CB Richard Ellis Global Corporate Services","001D000000rRCzqIAG","Level 4
225 St George's Terrace","Perth","WA","6000","","","","","Level 4
225 St George's Terrace","Perth","WA","6000","","","","","08 9322 1270","08 9322 1260","www.cbre.com.au","","","Perth","00520000000zWmAAAU","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2012-06-07T06:37:34.000Z","005D0000001bPy2IAE","2012-06-07T06:37:34.000Z","","","","","Leasing agent/tenant advocate","Property"
"00120000006HlQ2AAK","false","","Szencorp","","40 Albert Street","South Melbourne","VIC","3205","","","","","40 Albert Street","South Melbourne","VIC","3205","","","","","03 8807 4666","","www.szencorp.net","","","Melbourne","00520000000wb6mAAA","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2008-07-01T06:20:30.000Z","00520000000xQUYAA2","2008-07-01T06:20:30.000Z","","","","","",""
"00120000006HlQ3AAK","false","","Programmed Group","","Level 15
150 Lonsdale Street","Melbourne","VIC","3000","","","","","","","","","","","","","03 9697 0000","03 9697 0045","www.programmed.com.au","","","Melbourne","00520000000wb6mAAA","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2011-07-28T02:09:15.000Z","005D0000001aGzhIAE","2011-07-28T02:09:15.000Z","","","","","","Property"
"00120000006HlQ7AAK","false","","Martinez lapena - Toores Arquitectos SL","","Roca i Batlle 14","Barcelona","","8023","Spain","","","","Roca i Batlle 14","Barcelona","","8023","Spain","","","","","","","","","Spain","00520000000zWmAAAU","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","",""
"00120000006HlQ8AAK","false","","Department of Primary Industries","001D000000ruCeeIAE","1301 Hazeldean Road
RMB 2460","Ellinbank","VIC","3821","","","","","1301 Hazeldean Road
RMB 2460","Ellinbank","VIC","3821","","","","","03 5624 2222","03 5624 2200","www.dpi.vic.gov.au","","","Melbourne","00520000000zWmAAAU","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2012-06-21T02:02:08.000Z","005D0000001bXCwIAM","2012-06-21T02:02:08.000Z","","","","","State government","Government"
"00120000006HlQBAA0","false","","AECOM ENSR","001D000000oIMv9IAG","Level 45
80 Collins Street","Melbourne","VIC","3000","","","","","Level 6
417 St Kilda Road","Melbourne","VIC","3004","","","","","03 8699 2199","03 8699 2122","www.ensr.aecom.com","","","Melbourne","00520000000zWmAAAU","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2012-06-06T23:19:07.000Z","005D0000001bPy2IAE","2012-06-06T23:19:07.000Z","","","","","Project consultant","Property"
"00120000006HlQCAA0","false","","Walton Construction Pty Ltd","","52 - 54 Chandos Street","St Leonards","NSW","2065","","","","","52 - 54 Chandos Street","St Leonards","NSW","2065","","","","","02 9462 7600","02 9462 7601","www.waltonconstruction.com.au","","","Sydney","00520000000wb6mAAA","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2008-08-05T05:37:14.000Z","00520000000xgBtAAI","2008-08-05T05:37:14.000Z","","","","","Construction Company","Property"
"00120000006HlQDAA0","false","","RMIT School of Architecture and Design","","GPO Box 2476V","Melbourne","VIC","3001","","","","","124 La Trobe Street
Building 15,Level 3
Room 12","Melbourne","VIC","3001","","","","","03 9925 3484","03 9925 3507","www.cfd.rmit.edu.au","","","Melbourne","00520000000zWmAAAU","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2009-10-19T05:39:30.000Z","00520000000zWmAAAU","2009-10-19T05:39:30.000Z","","","","","University","Education"
"00120000006HlQEAA0","false","","AECOM","001D000000oIMv9IAG","Level 45
80 Collins Street","Melbourne","VIC","3000","","","","","Level 45
80 Collins Street","Melbourne","VIC","3000","","","","","03 9653 1234","","www.aecom.com","","","Melbourne - Collins Street","005D0000001aGzhIAE","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2013-02-05T03:04:20.000Z","00520000000wb71AAA","2013-02-05T03:04:20.000Z","","","","","Client;Project consultant","Property"
"00120000006HlQFAA0","false","","Webber Design","","PO Box 12659
A'Beckett Street","Melbourne","VIC","8006","","","","","Lower Ground Level
15 Queen Street","Melbourne","VIC","3000","","","","","03 9614 7155","03 9614 7166","www.webberdesign.com","","Structural Engineers","Melbourne","00520000000wb6mAAA","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2013-01-21T05:17:46.000Z","005D0000001bPy7IAE","2013-01-21T05:17:46.000Z","","","","","Project consultant","Architecture and Design"
"00120000006HlQGAA0","false","","Duncan Basheer Hannon Lawyers","","GPO Box 2","Adelaide","SA","5001","","","","","66 Wright Street","Adelaide","SA","5000","","","","","08 8231 3668","","www.dbh.com.au","","","Adelaide","00520000000zWmAAAU","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","","Legal"
"00120000006HlQJAA0","false","","Winward Structures","","488 Latrobe Street","Melbourne","VIC","3000","","","","","488 Latrobe Street","Melbourne","VIC","3000","","","","","03 8327 8600","03 8327 8699","www.winstruc.com","","","Melbourne","00520000000wb6mAAA","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2008-08-05T05:42:50.000Z","00520000000xgBtAAI","2008-08-05T05:42:50.000Z","","","","","Project consultant","Property"
"00120000006HlQLAA0","false","","Rush/Wright Associates","","Level 4
105 Queen Street","Melbourne","VIC","3000","","","","","Level 4
105 Queen Street","Melbourne","VIC","3000","","","","","03 9600 4255","03 9600 4266","www.rushwright.com","","","Melbourne","00520000000wb6mAAA","2007-09-19T03:07:59.000Z","00520000000sqhLAAQ","2008-08-05T04:48:54.000Z","00520000000xgBtAAI","2008-08-05T04:48:54.000Z","","","","","Project consultant","Property"
"00120000006HlQXAA0","false","","ABA Construction Managers","","PO BOX 156","Fyshwick","ACT","2609","","","","","24 Lithgow Street","Fyshwick","ACT","2609","","","","","02 6239 1399","02 6239 1383","","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","",""
"00120000006HlQYAA0","false","","Department of Families, Community Services & Indigenous Affairs","","PO Box 7576","Canberra Business Centre","ACT","2610","","","","","Tuggeranong Office Park
Soward Way (cnr Athllon Drv)","Greenway","ACT","2900","","","","","1300 653 227","","www.facs.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","",""
"00120000006HlQZAA0","false","","Department of Foreign Affairs and Trade","","RG Casey Building
John McEwen Crescent","Barton","ACT","0221","","","","","RG Casey Building
John McEwen Crescent","Barton","ACT","0221","","","","","02 6261 1111","02 6261 3111","www.dfat.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client;Federal government","Government"
"00120000006HlQaAAK","false","","Tarra Lodge Pty Ltd","","GPO Box 2102","Canberra","ACT","2601","","","","","GPO Box 2102","Canberra","ACT","2601","","","","","","","","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Property Developer/Owner","Property"
"00120000006HlQbAAK","false","","Manteena","","PO Box 529","Fyshwick","ACT","2609","","","","","84 Barrier Street","Fyshwick","ACT","2609","","","","","02 6280 7033","02 6280 7870","www.manteena.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Project Manager","Other"
"00120000006HlQcAAK","false","","Department of Defence","001D000000rtNDnIAM","26 Brindabella Park","Canberra","ACT","2600","","","","","26 Brindebella Business Park","Canberra","ACT","2600","","","","","02 6265 9111","02 6265 6348","www.defence.gov.au/environment","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2012-06-18T01:21:52.000Z","005D0000001bPy2IAE","2012-06-18T01:21:52.000Z","","","","","Client;Federal government","Defence;Government"
"00120000006HlQdAAK","false","","BCA Certifiers Australia Pty Ltd","","Level 1
19 Altree Court","Phillip","ACT","2606","","","","","Level 1
19 Altree Court","Phillip","ACT","2606","","","","","02 6285 1199","02 6285 2795","www.bcasolutions.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Project consultant","Other"
"00120000006HlQeAAK","false","","Hindmarsh Group","001D000000rtwutIAA","71 Constitution Avenue","Campbell","ACT","2612","","","","","71 Constitution Avenue","Campbell","ACT","2612","","","","","02 6247 4999","02 6248 0751","www.hindmarshgroup.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2012-06-19T01:29:19.000Z","005D0000001bPy2IAE","2012-06-19T01:29:19.000Z","2008-03-24","","","","Construction Company;Project Manager","Other"
"00120000006HlQfAAK","false","","The Arthur Group Pty Ltd","","PO Box 3386","Belconnen","ACT","2617","","","","","PO Box 3386","Belconnen","ACT","2617","","","","","02 6259 5955","02 6259 5955","www.thearthurgroup.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client","Other"
"00120000006HlQhAAK","false","","Charles Sturt University","","Locked Bag 588","Wagga Wagga","NSW","2678","","","","","Boorooma Street","North Wagga","NSW","2678","","","","","02 6933 2000","02 6933 2639","www.csu.edu.au","","","Wagga Wagga","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client;School","Education"
"00120000006HlQiAAK","false","","Rudds Consulting Engineers","","5 Bodalla Place","Fyshwick","ACT","2609","","","","","5 Bodalla Place","Fyshwick","ACT","2609","","","","","02 6240 2900","02 6285 3529","www.rudds.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2013-02-27T04:33:51.000Z","005D0000001bIi2IAE","2013-02-27T04:33:51.000Z","","","","","Project consultant","Other"
"00120000006HlQjAAK","false","","Exergy Australia Pty Ltd","","Unit H, Belconnen Commercial Chambers 
58-69 Latham Street","Belconnen","ACT","2617","","","","","Unit H, Belconnen Commercial Chambers 
58-69 Latham Street","Belconnen","ACT","2617","","","","","02 6257 7066","02 6257 7063","www.xgl.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Project consultant","Other"
"00120000006HlQlAAK","false","","National Capital Authority","","GPO Box 373","Canberra","ACT","2601","","","","","Treasury Building
King Edward Terrace","Parkes","ACT","2600","","","","","02 6271 2888","02 6273 4427","www.nationalcapital.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","2008-03-31","","","","Authorities","Urban Design"
"00120000006HlQoAAK","false","","Concept 3","","PO Box 5353","Kingston","ACT","2604","","","","","281 Goyder Street","Narrabundah","ACT","2604","","","","","02 6295 5915","02 6295 5942","No website","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Graphic/Industrial Designer","Architecture and Design"
"00120000006HlQpAAK","false","","ACT Procurement Solutions","001D000000oIMuBIAW","GPO BOX 158","Dickson","ACT","2602","","","","","Level 1 & 3 North
16 Challis Street","Dickson","ACT","2602","","","","","02 6207 5542","02 6207 5468","www.procurement.act.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2012-10-17T03:22:23.000Z","00520000000wb71AAA","2012-10-17T03:22:23.000Z","","","","","Client","Government"
"00120000006HlQrAAK","false","","Binutti Constructions P/L","","PO Box 42","Garran","ACT","2605","","","","","2A Boothby Place","Garran","ACT","2605","","","","","02 6285 1116","02 6285 3270","www.binutti.com","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Construction Company","Education"
"00120000006HlQsAAK","false","","Biztech","","Unit 14
41 - 45 Tennant Street","Fyshwick","ACT","2609","","","","","Unit 14
45 Tennant Street","Fyshwick","ACT","2609","","","","","02 6280 6998","02 6280 0044","www.biztech.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Business consultant","Other"
"00120000006HlQtAAK","false","","AIATSIS","","GPO Box 553","Canberra","ACT","2601","","","","","Lawson Cescent","Acton","ACT","2601","","","","","02 6246 1184","02 6261 4285","www.aiatsis.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client;Federal government","Government"
"00120000006HlQuAAK","false","","Cardno Young","00120000009qaHfAAI","PO Box 7217","CPBC","ACT","2610","","","","","Level 2
14 Wormald Street","Symonston","ACT","2609","","","","","02 6112 4500","02 6112 4599","www.cardno.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Project consultant","Other"
"00120000006HlQvAAK","false","","Spotless","","34-42 Sheppard Street","Hume","ACT","2620","","","","","34-42 Sheppard Street","Hume","ACT","2620","","","","","02 6290 4777","02 6290 4888","www.spotless.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client","Defence"
"00120000006HlQwAAK","false","","ACT Planning and Land Authority","","GPO Box 1908","Canberra","ACT","2601","","","","","Ground Floor South
Dame Pattie Menzies House
16 Challis Street","Dickson","ACT","2602","","","","","02 6207 1923","02 6207 1925","www.actpla.act.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Authorities","Government"
"00120000006HlQyAAK","false","","National Museum of Australia","","GPO Box 1901","Canberra","ACT","2601","","","","","Lawson Crescent
Acton Penninsula","Canberra","ACT","2600","","","","","02 6208 5050","02 6208 5099","www.nma.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client","Education;Hotels and Hospitality"
"00120000006HlR0AAK","false","","IQON Pty Ltd","","PO Box 110","Curtain","ACT","2605","","","","","41 Colbee Court","Phillip","ACT","2606","","","","","02 6282 5977","02 6282 5979","www.iqon.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Construction Company;Project Manager","Other;Property"
"00120000006HlR1AAK","false","","Australian Business Academy","","Level 1
12 Moore Street","Canberra","ACT","2601","","","","","Level 1
12 Moore Street","Canberra","ACT","2601","","","","","02 6248 0877","02 6248 0847","www.ausbusac.deu.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client","Other"
"00120000006HlR5AAK","false","","Queanbeyan City Council","","PO Box 90","Queanbeyan","ACT","2620","","","","","257 Crawford Street","Queanbeyan","ACT","2620","","","","","02 6298 0283","02 6299 1343","www.qcc.nsw.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client;Local government","Government;Hotels and Hospitality"
"00120000006HlR7AAK","false","","Australian Institute of Architects","001D000000oIMvFIAW","PO Box 3199","Manuka","ACT","2603","","","","","2a Mugga Way","Red HIll","ACT","2603","","","","","02 6208 2100","02 6208 2106","www.raia.com.au","","","ACT Chapter","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2012-03-06T02:45:18.000Z","005D0000001bIi2IAE","2012-03-06T02:45:18.000Z","","","","","Professional Association","Architecture and Design"
"00120000006HlR9AAK","false","","dedece","","263 Liverpool Street","Darlinghurst","NSW","2010","","","","","263 Liverpool Street","Darlinghurst","NSW","2010","","","","","02 9360 2722","02 9360 9022","www.dedece.com.au","","","Sydney","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Supplier",""
"00120000006HlRBAA0","false","","ACT Health","","GPO Box 825","Canberra","ACT","2601","","","","","Level 3,
11 Moore St","Canberra","ACT","2601","","","","","02 6207 1122","02 6205 0866","www.health.act.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client","Health+Science"
"00120000006HlREAA0","false","","The Australian National University","001D000000rRCYvIAO","Building 45, John Yencken Building
The Australian National University","Canberra","ACT","0200","","","","","Building 45, John Yencken Building
The Australian National University","Canberra","ACT","0200","","","","","02 6125 0550","","www.anu.edu.au","","","Facilities & Services","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2012-06-07T00:07:52.000Z","005D0000001bPy2IAE","2012-06-07T00:07:52.000Z","","","","","Client","Education;Government"
"00120000006HlRFAA0","false","","Museum of Australian Democracy at Old Parliament House","","PO Box 7088","Canberra Business District","ACT","2610","","","","","18 King George's Terrace","Parkes","ACT","2600","","","","","02 6270 8222","02 6270 8107","www.oph.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client;Federal government","Education;Government;Hotels and Hospitality"
"00120000006HlRGAA0","false","","Pracsis Business Solutions","","GPO Box 2065","Canberra","ACT","2601","","","","","GPO Box 2065","Canberra","ACT","2601","","","","","02 6239 5387","02 6239 5387","No website","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","",""
"00120000006HlRHAA0","false","","Australian Institute of Architects - National Office","001D000000oIMvFIAW","PO Box 3373","Manuka","ACT","2603","","","","","Level 2
7 National Circuit","Barton","ACT","2600","","","","","02 6121 2000","02 6121 2001","www.architecture.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2012-03-06T02:46:22.000Z","005D0000001bIi2IAE","2012-03-06T02:46:22.000Z","","","","","Professional Association","Architecture and Design"
"00120000006HlRIAA0","false","","Department of the Environment, Water, Heritage and the Arts","","GPO Box 787","Canberra","ACT","2601","","","","","GPO Box 787","Canberra","ACT","2601","","","","","02 6274 1111","","www.environment.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Federal government","Government"
"00120000006HlRKAA0","false","","Sellick Consultants","","PO Box 5005","Braddon","ACT","2612","","","","","Unit 9 & 10
18 Lonsdale Street","Braddon","ACT","2612","","","","","02 6201 0200","02 6247 2203","www.sellickconsultants.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Project consultant","Other"
"00120000006HlRMAA0","false","","Construction Control","","GPO Box 750","Canberra","ACT","2601","","","","","Cooyong Centre
1 Torrens Street","Braddon","ACT","2612","","","","","02 6257 4775","02 6248 9094","www.ccontrol.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:02.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Construction Company;Project Manager","Other"
"00120000006HlRNAA0","false","","UGL","001D000000ru5wGIAQ","Level 4
64 Northbourne Avenue","Canberra","ACT","2600","","","","","Level 4
64 Northbourne Avenue","Canberra","ACT","2600","","","","","02 6245 5800","02 6245 6812","www.unitedgroupltd.com","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2012-06-20T05:23:06.000Z","005D0000001bPy2IAE","2012-06-20T05:23:06.000Z","","","","","Project Manager","Government"
"00120000006HlRPAA0","false","","Accrue Chartered Accountants","","8/2 Phipps Close","Deakin","ACT","2600","","","","","8/2 Phipps Close","Deakin","ACT","2600","","","","","02 6285 4441","02 6285 4464","www.accrue.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client","Finance"
"00120000006HlRSAA0","false","","Altus Page Kirkland","","National Press Club Building
16 National Circuit","Barton","ACT","2600","","","","","National Press Club Building
16 National Circuit","Barton","ACT","2600","","","","","02 6273 6133","02 6273 6144","www.pagekirkland.com","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Project consultant","Other"
"00120000006HlRTAA0","false","","ACT Department of Education and Training","","PO Box 158","Canberra","ACT","2601","","","","","220 Northbourne Ave","Braddon","ACT","2612","","","","","02 6207 5111","02 6205 9333","www.det.act.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client;State government","Education;Government"
"00120000006HlRWAA0","false","","Dezignteam Pty Ltd","","PO Box 3060","Manuka","ACT","2603","","","","","Level 1
16 Bougainville Street","Manuka","ACT","2603","","","","","02 6260 7444","02 6260 7244","www.dezignteam.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Architect/Interior Designer;Project consultant","Other"
"00120000006HlRXAA0","false","","National Science and Technology Centre","","PO Box 5322","Kingston","ACT","2604","","","","","King Edward Terrace","Parkes","ACT","2604","","","","","02 6270 2800","","www.nationalcapital.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client","Education;Hotels and Hospitality"
"00120000006HlRcAAK","false","","Federal Member for Canberra","","PO Box 60222
House of Representatives Parliament House  ACT  2600","Canberra","ACT","2601","","","","","205 Anketell Street","Tuggeranong","ACT","2900","","","","","02 6293 1344","02 6293 1068","www.aph.gov.au","","Electorate Office: Tuggeranong","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Federal government","Government"
"00120000006HlReAAK","false","","Wilde and Woollard","001D000000ru6kQIAQ","PO Box 5429","Kingston","ACT","2604","","","","","Level 1, Unit 8
28 Eyre Street","Kingston","ACT","2604","","","","","02 6239 4155","02 6239 5532","www.wildeandwoollard.com.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2012-06-20T05:46:08.000Z","005D0000001bPy2IAE","2012-06-20T05:46:08.000Z","","","","","Project consultant","Property"
"00120000006HlRfAAK","false","","Department of Treasury ACT","","GPO Box 818","Dickson","ACT","2602","","","","","Canberra Nara Centre
Cnr Constitution Avenue and London Circuit","Canberra City","ACT","2601","","","","","13 2281","02 6207 0304","www.treasury.act.gov.au","","","Canberra","005D0000001bPy2IAE","2007-09-19T03:15:03.000Z","00520000000sqhLAAQ","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Local government","Government"
