,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,VisionClientID,EpicorCustomerID,ClientNumber,Name,Type,Status,WebSite,Memo,CurrentStatus,ClientInd,VendorInd,LinkedVendor,VisionClientAddressID,AddressDescription,Address2,Address3,Address4,City,State,Zip,Country,Phone,FAX,GoogleAddress,GooglePhone,googleExtras,googled
324,324,324,324,ADMIN486509638191,TRILAW30,627,Trinity Law,,A,,,Existing,Y,N,,B97D3EA0-9595-4A49-9A86-14B0B798B0AE,Default,214 Northbourne Ave,,,Canberra,ACT,2601,AU,261635050,,,,,
325,325,325,325,ADMIN486509638192,ACTPRO20,630,ACT Procurement Solutions,,A,,,Existing,Y,N,,2930A198-71D0-4DE3-B82A-E97FEDE77457,Default,,,,Canberra,ACT,,AU,262075564,,,,,
326,326,326,326,ADMIN486509638193,BUREAU30,645,Bureau of Meteorology,,A,,,Existing,Y,N,,4610120B-C5DD-47DA-83A4-335491202FD9,Default,5 Farrell Place,,,Canberra,ACT,,AU,417702424,,,,,
327,327,327,327,ADMIN486509638194,EMBUSA30,652,Embassy of the USA,,A,,,Existing,Y,N,,ED25A8A1-68A2-4A51-867C-585961402F47,Default,,,,Canberra,ACT,,AU,262145875,,,,,
328,328,328,328,ADMIN486509638195,STHILL30,661,St Hilliers,,A,,,Existing,Y,N,,C232148B-C47E-489E-AE13-0FB652665E8D,Default,71 Leichardt Street,Kingston,,Canberra,ACT,,AU,262395999,,,,,
329,329,329,329,ADMIN486509638196,KORDIA30,687,Kordia,,A,,,Existing,Y,N,,FC645C94-D64C-496C-BA62-D950D17518BA,Default,25 Constitution Avenue,,,Canberra,ACT,,AU,262795773,,,,,
330,330,330,330,ADMIN486509638197,CLIMAT30,712,Dept of Climate Change,,A,,,Existing,Y,N,,B700C9B0-FCCE-4736-AA91-ACB3D3E8D3BF,Default,,,,Canberra,ACT,2600,AU,02 61597445,,,,,
331,331,331,331,ADMIN486509638198,THINCP30,764,Thinc Projects,,A,,,Existing,Y,N,,402CFE25-B240-4E33-9DB7-C6E3DDB58609,Default,,,,Canberra,ACT,2601,AU,,,,,,
332,332,332,332,ADMIN486509638199,PROJEC30,774,Project Coordination,,A,,,Existing,Y,N,,E6185D6B-8D59-42C1-ABD2-321BE598C94C,Default,,,,Canberra,ACT,2601,AU,262851555,,,,,
333,333,333,333,ADMIN486509638200,DEPREG30,872,Department of Regional Australia,,A,,,Existing,Y,N,,28799F35-6AD8-4772-83BD-189D2C0E4AAE,Default,,,,Canberra,ACT,2600,AU,02 6274 2379,,,,,
334,334,334,334,ADMIN486509638201,COLINT20,881,Colliers International,,A,,,Existing,Y,N,,55472002-2249-49F5-9142-88D3BA10BD2D,Default,,,,Canberra,ACT,2601,AU,02 6257 2121,,,,,
335,335,335,335,ADMIN486509638202,AUSNAT20,910,Australian National Univesity,,A,,,Existing,Y,N,,9F100C12-27A9-47FA-A525-5A1F5B05979C,Default,,,,Canberra,ACT,200,AU,02 6125 6693,,,,,
336,336,336,336,ADMIN486509638203,QICCAN20,1001,QIC,,A,,,Existing,Y,N,,8CA62540-5F5B-4795-B130-5A7F74B41698,Default,,,,Canberra,ACT,,AU,,,,,,
337,337,337,337,ADMIN486509638204,NATMUS20,1210,National Museum of Australia,,A,,,Existing,Y,N,,EF964917-83BB-4580-97A0-658903E8B819,Default,,,,Canberra,ACT,,AU,438522117,,,,,
338,338,338,338,ADMIN486509638205,CAMBER40,1082,Camberwell Grammar School,,A,,,Existing,Y,N,,CDE23EB0-A283-464C-A7A6-BF0862A3BF17,Default,,,,Canterbury,VIC,3126,AU,398351777,,,,,
339,339,339,339,ADMIN486509638206,UNIMEL40,625,Univrsity of Melbourne,,A,,,Existing,Y,N,,2C8F9C56-CAD7-4880-B709-6D5B228EEC90,Default,625-631 Swanston Street,,,Carlton,,,AU,383446000,03 83447759,,,,
340,340,340,340,ADMIN486509638207,BROOKF40,1017,Brookfield Multiplex,,A,,,Existing,Y,N,,9D612BF5-50FB-497F-AC7E-79CD48DC18D7,Default,Lincoln Square North,,,Carlton,,3053,AU,383414500,,,,,
341,341,341,341,ADMIN486509638208,COLONI20,434,Colonial First State Property Management,,A,,,Existing,Y,N,,4C124C17-DE46-4E27-83BD-59F24555575B,Default,,,,Chadstone,,3148,AU,399361222,399361333,,,,
342,342,342,342,ADMIN486509638209,THOMPS10,653,Shane & Sally Thompson,,A,,,Existing,Y,N,,14002F55-1B59-4BD2-B40D-1A5358960346,Default,,,,Chandler,,,AU,,,,,,
343,343,343,343,ADMIN486509638210,THOMPA10,925,Shane Thompson Architects,,A,,,Existing,Y,N,,912B86FD-6038-4E04-B4F2-84A3123D9A30,Default,,,,Chandler,,4155,AU,,,,,,
344,344,344,344,ADMIN486509638211,GUINAN10,1126,Tony Guinan,,A,,,Existing,Y,N,,E1A1ABFA-C4C9-48BF-94DE-E39AB00F2EE5,Default,,,,Chandler,,,AU,408294701,,,,,
345,345,345,345,ADMIN486509638212,WUNKEJ10,1159,Jenny Lea and Jurgen Wunke,,A,,,Existing,Y,N,,6F384DB5-9E1A-4588-AFC2-93E89DF6F6AC,Default,,,,Chandler,,,AU,401099794,,,,,
346,346,346,346,ADMIN486509638213,GOWDIE10,1056,John Gowdie,,A,,,Existing,Y,N,,FB515300-07D4-4A12-BABF-B7A550D889DE,Default,,,,Chapel Hill,,,AU,,,,,,
347,347,347,347,ADMIN486509638214,NSWHEA20,656,NSW Health,,A,,,Existing,Y,N,,02760170-089C-48E5-804F-17ED389B9A66,Default,,,,Chatswood,,,AU,,,,,,
348,348,348,348,ADMIN486509638215,KOSCIU20,731,Kusciusko Alpine Club,,A,,,Existing,Y,N,,2C642595-7A29-4911-A734-0D55E516523B,Default,7 Help Street,,,Chatswood,,2067,AU,294115974,,,,,
349,349,349,349,ADMIN486509638216,BUILTN20,515,Built,,A,,,Existing,Y,N,,7026FAE4-9330-4E88-9B11-779B56BD4C62,Default,,,,Chippendale,NSW,2088,AU,,,,,,
350,350,350,350,ADMIN486509638217,CANTER20,1091,Canterbury Earthquake Recovery,,A,,,Existing,Y,N,,703006E3-060F-4DF3-8717-FCA406FBE555,Default,,,,Christchurch,,8140,NZ,,,,,,
351,351,351,351,ADMIN486509638218,UNICAN20,1120,University of Canterbury,,A,,,Existing,Y,N,,653D61B9-883E-4D88-94A4-E90FC1107D95,Default,,,,Christchurch,,8148,NZ,,,,,,
352,352,352,352,ADMIN486509638219,HEATBN10,742,Heat,,A,,,Existing,Y,N,,C0C7B889-A734-426C-B076-ABF3B39AD537,Default,,,,City East,,4002,AU,732276405,,,,,
353,353,353,353,ADMIN486509638220,ARCHIP10,1018,Archipelago,,A,,,Existing,Y,N,,04CD62C3-B141-4D22-99EB-5A75FAAF1E2C,Default,,,,City East,,4002,AU,,,,,,
354,354,354,354,ADMIN486509638221,BOVISL30,503,Bovis Lend Lease,,A,,,Existing,Y,N,,EE4EC347-AF11-4ADA-BD74-9757555B93F3,Default,,,,Civic,ACT,2601,AU,,,,,,
355,355,355,355,ADMIN486509638222,MULTIP30,232,Multiplex Fm Pty Ltd,,A,,,Existing,Y,N,,E59F3400-35CC-4C91-B589-525EBA0FCE7D,Default,,,,Civic Square,ACT,2608,AU,,,,,,
356,356,356,356,ADMIN486509638223,CULTFC30,462,Cultural Facilities Corp,,A,,,Existing,Y,N,,63577DDD-C466-4ED4-A61A-BD3B06AB577E,Default,,,,Civic Square,ACT,2608,AU,,,,,,
357,357,357,357,ADMIN486509638224,HUSBAN10,738,Husband Leith Arcthitects,,A,,,Existing,Y,N,,89632449-65FD-4BE8-99FA-4D86A42CACA8,Default,Clayfield Courtyard,699 Sandgate Road,,Clayfield,,4011,AU,,,,,,
358,358,358,358,ADMIN486509638225,MACBET10,837,Macbeth Projects Pty Ltd,,A,,,Existing,Y,N,,6A59AF24-AEEE-4A18-B80B-AD12B7B1F7FE,Default,,,,Clayfield,,4011,AU,,,,,,
359,359,359,359,ADMIN486509638226,MULTIP40,233,Multiplex,,A,,,Existing,Y,N,,E6A28340-AB43-4029-8D8F-9F6BBB93D756,Default,,,,Cloisters Square,,,AU,894830824,,,,,
360,360,360,360,ADMIN486509638227,PANTEX10,214,Pantex,,A,,,Existing,Y,N,,8C0F1072-B988-4616-A340-1C3D443D30C2,Default,,,,Clontarf,,4019,AU,733859466,,,,,
361,361,361,361,ADMIN486509638228,MANNFR20,258,Fred Mann,,A,,,Existing,Y,N,,30EE578A-F1DF-4224-90C2-FAF86124C25B,Default,,,,Cloverdale,,9542,AU,,,,,,
362,362,362,362,ADMIN486509638229,MORECC40,750,Moreland City Council,,A,,,Existing,Y,N,,03F1D441-1684-4CA3-98AC-41971823B9E2,Default,,,,Coburg,,,AU,392402214,,,,,
363,363,363,363,ADMIN486509638230,SUMMIT10,117,The Summit at Coffs Pty Ltd,,A,,,Existing,Y,N,,6B6DD8A9-6B6A-464F-B75A-DCFE5EC615B9,Default,,,,Coffs Harbour,,2450,AU,,,,,,
364,364,364,364,ADMIN486509638231,COFFSH20,997,Coffs Harbour City Council,,A,,,Existing,Y,N,,0A07E875-3CF4-4C9F-9BF8-CD18A21DFE30,Default,,,,Coffs Harbour,,,AU,,,,,,
365,365,365,365,ADMIN486509638232,SCAPAR20,819,SCA PARTNERS,,A,,,Existing,Y,N,,303471B9-1428-4067-BB98-F1B13AD21BB0,Default,,,,Collingwood,,3066,AU,,,,,,
366,366,366,366,ADMIN486509638233,HOMEGR40,886,Home Ground Services,,A,,,Existing,Y,N,,3B8DAB83-6DCE-4BCF-AA20-A128453220D4,Default,,,,Collingwood,,3066,AU,03 9288 9797,03 9288 9701,,,,
367,367,367,367,ADMIN486509638234,MONTLA40,894,Montlaur Project Services,,A,,,Existing,Y,N,,4EFC453D-70BD-4058-9F4A-775D8107E654,Default,,,,Collingwood,,3066,AU,,,,,,
368,368,368,368,ADMIN486509638235,CAYDON40,1143,Caydon,,A,,,Existing,Y,N,,DDD96759-A2FE-48C1-890A-B4DCAEDFDE5F,Default,,,,Collingwood,VIC,3066,AU,394163400,,,,,
369,369,369,369,ADMIN486509638236,LEKEUS20,824,K Jannusch Lekeu & H Lekeu,,A,,,Existing,Y,N,,6BDF6C16-29FD-401A-99DA-79BE05222815,Default,,,,Coogee,,2034,AU,,,,,,
370,370,370,370,ADMIN486509638237,UNINEC20,954,University of Newcastle,,A,,,Existing,Y,N,,73BA94CB-2F78-4D50-B3DC-CD66D0A90F97,Default,,,,Cooks Hill,,2300,AU,249270993,,,,,
371,371,371,371,ADMIN486509638238,QLDAIR10,1185,QLD Airports Limited,,A,,,Existing,Y,N,,23FDBEE7-1E22-4D56-83D2-5BC5E45D8FC3,Default,,,,Coolangatta,,,AU,,,,,,
372,372,372,372,ADMIN486509638239,CASTLE10,489,Castle Bay Projects,,A,,,Existing,Y,N,,8168350B-FD80-40DE-ACE8-C0C33CDACB29,Default,,,,Coolum Beach,QLD,4573,AU,,,,,,
373,373,373,373,ADMIN486509638240,ARCPRO10,562,Ark Projects,,A,,,Existing,Y,N,,33B72935-42A4-4CA7-863A-878F6C04AE8D,Default,,,,Coolum Beach,QLD,4573,AU,,,,,,
374,374,374,374,ADMIN486509638241,AVONDA20,543,Avondale College,,A,,,Existing,Y,N,,262EBA41-DE11-4572-BCBF-AABAEB96380B,Default,,,,Cooranbong,,2265,AU,249802222,249802118,,,,
375,375,375,375,ADMIN486509638242,BECCON10,523,Alan Becconsall & Associates,,A,,,Existing,Y,N,,6217474D-8B0E-4597-B455-AB2F05D0E33A,Default,,,,Coorparoo,,4151,AU,733978549,733978636,,,,
376,376,376,376,ADMIN486509638243,YUNKER10,52,Yunker Karl,,A,,,Existing,Y,N,,55051C6B-59DB-45A1-A17A-EB547C0E3655,Default,,,,Corinda,,4075,AU,408916377,,,,,
377,377,377,377,ADMIN486509638244,UNIWAV40,849,University of Western Australi,,A,,,Existing,Y,N,,0970B67C-BA1A-4CD2-9DFA-4A0AA2D47887,Default,,,,Cranley,,6009,AU,,,,,,
378,378,378,378,ADMIN486509638245,REDLAN20,1245,Redlands School,,A,,,Existing,Y,N,,4FCBC98F-DE4D-498F-9CFA-4804F4523424,Default,,,,Cremorne,,,AU,299093133,,,,,
379,379,379,379,ADMIN486509638246,MFAMAJ20,924,MFA Majeed,,A,,,Existing,Y,N,,8FA2B556-D17C-4FA0-8F4E-34D180913AFB,Default,,,,Cremorne Junction,,2090,AU,02 9411 2777,02 9411 2645,,,,
380,380,380,380,ADMIN486509638247,HAMTHO20,349,Hamilton Thomson,,A,,,Existing,Y,N,,9C1C4FAF-A968-4F61-BFE0-BDEEB2E98D93,Default,,,,Crows Nest,,2069,AU,294375022,294375033,,,,
381,381,381,381,ADMIN486509638248,CLEMEN20,445,Clemenger Sydney,,A,,,Existing,Y,N,,3B92CC78-66C7-43B9-918B-9FAD0ED48107,Default,,,,Crows Nest,NSW,2065,AU,,,,,,
382,382,382,382,ADMIN486509638249,CROOKE20,458,Richard Crookes Construction Pty Ltd,,A,,,Existing,Y,N,,343C4B05-DD5A-4BF1-B87D-BD39AAC4E736,Default,,,,Crows Nest,,1585,AU,,,,,,
383,383,383,383,ADMIN486509638250,CLIVEW20,993,Clive Wilkinson Architects,,A,,,Existing,Y,N,,7DC48BB3-D462-4FF3-968F-BDEA2F51BDE4,Default,,,,Culver City,CA,90232,US,,,,,,
384,384,384,384,ADMIN486509638251,CURINV10,416,Currumbin Investments,,A,,,Existing,Y,N,,19A6E796-4C0F-408B-A3BC-251E0656AE77,Default,,,,Currumbin,,,AU,,,,,,
385,385,385,385,ADMIN486509638252,CURRID10,667,Currumbin Ridge Pty Ltd,,A,,,Existing,Y,N,,9F3BB624-FA0F-4E11-89EB-28226E881B0B,Default,,,,Currumbin,,4223,AU,,,,,,
386,386,386,386,ADMIN486509638253,IQONPL30,320,Iqon Pty Ltd,,A,,,Existing,Y,N,,62A9304D-C9DA-4A80-BB20-2F4D59E0DBB0,Default,,,,Curtin,ACT,2606,AU,,,,,,
387,387,387,387,ADMIN486509638254,ANATMU20,1115,Australian National Martime Mu,,A,,,Existing,Y,N,,F957C191-004E-447D-8BCC-534EA94BCF71,Default,,,,Darling Point,,,AU,,,,,,
388,388,388,388,ADMIN486509638255,STVINC20,113,St Vincents Hospital,,A,,,Existing,Y,N,,9DBD2688-B51A-4282-ABF6-61855B03CC83,Default,,,,Darlinghurst,NSW,2010,AU,,,,,,
389,389,389,389,ADMIN486509638256,STVMHS20,114,St Vincents Mater Health Serv,,A,,,Existing,Y,N,,241BA5EE-05EF-4C9E-B66D-D96337D9B52A,Default,,,,Darlinghurst,NSW,2010,AU,,,,,,
390,390,390,390,ADMIN486509638257,SACRHH20,174,Sacred Heart Hospice,,A,,,Existing,Y,N,,115B3B82-E792-48BC-8687-3B60316A9673,Default,,,,Darlinghurst,NSW,2010,AU,,,,,,
391,391,391,391,ADMIN486509638258,SPACKM20,616,Spackman Mossop,,A,,,Existing,Y,N,,8940B8C7-5BC3-4BCD-B3AF-BDFDE834D917,Default,,,,Darlinghurst,NSW,1300,AU,293614549,,,,,
392,392,392,392,ADMIN486509638259,GARINS20,650,The Garvan Institute of Medica,,A,,,Existing,Y,N,,FEA62D68-5BA7-444A-8B87-B39DD8220DE2,Default,,,,Darlinghurst,NSW,,AU,,,,,,
393,393,393,393,ADMIN486509638260,SYMHAS20,898,SYMH Asset Management,,A,,,Existing,Y,N,,90BE787E-11FE-4DC0-A7D9-ED7150BCC795,Default,,,,Darlinghurst,NSW,2010,AU,02 8382 3581,,,,,
394,394,394,394,ADMIN486509638261,FOONSW20,972,Football NSW,,A,,,Existing,Y,N,,9F607D76-A74A-41D3-AEFD-89B63C871938,Default,William Street,,,Darlinghurst,NSW,2010,AU,,,,,,
395,395,395,395,ADMIN486509638262,UNISYD20,62,University Of Sydney,,A,,,Existing,Y,N,,0349C799-D666-448A-B357-12696BAA8948,Default,,,,Darlington,NSW,2006,AU,,,,,,
396,396,396,396,ADMIN486509638263,WESTSC20,828,Westmead Clinical School,,A,,,Existing,Y,N,,0CF67CE3-0428-4524-A414-203E7F98EA9A,Default,,,,Darlington,,2008,AU,393514573,,,,,
397,397,397,397,ADMIN486509638264,DEPLAN10,896,Department of Lands & Planning,,A,,,Existing,Y,N,,F29E7637-8294-412C-B7A8-A28C04112275,Default,,,,Darwin,NT,800,AU,,,,,,
398,398,398,398,ADMIN486509638265,GOODMA30,342,Goodman Cassidy  C/- Whyte & Di Placidu,,A,,,Existing,Y,N,,B6EDF0C8-3519-468F-AEFD-1C9E95EAB1EF,Default,Pistol Australia Bld,,,Deakin,ACT,2600,AU,,,,,,
399,399,399,399,ADMIN486509638266,CGGSCH30,466,Canberra Girls Grammar School,,A,,,Existing,Y,N,,E7086D9E-AFDD-4EEA-8C9E-E96F7C431AF7,Default,,,,Deakin,ACT,2600,AU,,,,,,
400,400,400,400,ADMIN486509638267,APPPRO30,602,APP Projects,,A,,,Existing,Y,N,,27601B20-5B83-4D1F-B31B-77E01B956740,Default,,,,Deakin,ACT,2600,AU,,,,,,
401,401,401,401,ADMIN486509638268,BLOCKS30,721,Block & Stack,,A,,,Existing,Y,N,,C445A4C3-1128-4ABF-BD39-2EF8E6E6110C,Default,,,,Deakin,ACT,2600,AU,262851766,,,,,
402,402,402,402,ADMIN486509638269,TAYLOR30,765,Mark Taylor,,A,,,Existing,Y,N,,42560C00-A4CF-4B59-9C7B-D6BEC2FEAB85,Default,,,,Deakin,ACT,2600,AU,,,,,,
403,403,403,403,ADMIN486509638270,SOLOMO30,100,Solomon Islands High Commissio,,A,,,Existing,Y,N,,8C9EBE4D-A8AE-4313-B7C6-EFE8F1CF729B,Default,,,,Deakin West,,2600,AU,02 62827030,,,,,
404,404,404,404,ADMIN486509638271,WARCOU20,624,Warringah Council,,A,,,Existing,Y,N,,94139B9C-F48E-4887-8357-E2C2231F0713,Default,,,,Deewhy,,2099,AU,299422111,,,,,
405,405,405,405,ADMIN486509638272,SKMCBR30,96,SKM,,A,,,Existing,Y,N,,68D2E79A-AC8F-4013-B8DA-D1A313B1574A,Default,,,,Dickson,ACT,2602,AU,262462700,262462799,,,,
406,406,406,406,ADMIN486509638273,PROCSO30,153,Procurement Solutions,,A,,,Existing,Y,N,,05A04BA4-B8B6-4E85-9866-5208A4E7E3F4,Default,,,,Dickson,ACT,2602,AU,,,,,,
407,407,407,407,ADMIN486509638274,DARACO30,414,Daramalan College,,A,,,Existing,Y,N,,A0284025-AC9D-4A66-AA44-A6FA40EA9D49,Default,,,,Dickson,ACT,2602,AU,,,,,,
408,408,408,408,ADMIN486509638275,CSIROC30,460,CSIRO Canberra,,A,,,Existing,Y,N,,7007743A-E78C-41DC-B2FD-C2F9534DC786,Default,,,,Dickson,ACT,2602,AU,,,,,,
409,409,409,409,ADMIN486509638276,SUMMER40,912,Summerland Peninsula Phillip Island,,A,,,Existing,Y,N,,12A19C5E-EA9F-45F8-A20F-5591816D4388,Default,,,,Docklands,,3008,AU,03 9670 9900,,,,,
410,410,410,410,ADMIN486509638277,GHDSYD20,964,GHD,,A,,,Existing,Y,N,,DCCB5533-F0B9-49C8-83AF-9F294E911135,Default,,,,Doha,,,QA,97444289444,,,,,
411,411,411,411,ADMIN486509638278,ASHGHA20,1000,Ashghal Public Works Authority,,A,,,Existing,Y,N,,8A0BCEC6-0530-4CEC-A0D6-ACDB158518FB,Default,,,,Doha,,,QA,,,,,,
412,412,412,412,ADMIN486509638279,MANNIN40,606,Manningham City Council,,A,,,Existing,Y,N,,750C2B3B-30AA-450A-9620-528EC118C6C9,Default,,,,Doncaster,,3108,AU,398409333,,,,,
413,413,413,413,ADMIN486509638280,KARWIL20,944,Karen Wilson,,A,,,Existing,Y,N,,4EA308E4-EB06-4DCD-AD9C-C7912DABA6D6,Default,,,,Double Bay,,2000,AU,,,,,,
414,414,414,414,ADMIN486509638281,WOOLLA20,985,Woollahra Council,,A,,,Existing,Y,N,,50BA0DE6-B6E6-4F51-B84E-8538E883FF7C,Default,,,,Double Bay,,2028,AU,293917908,,,,,
415,415,415,415,ADMIN486509638282,GRANDS20,1054,Grand Slam Bridge Centre,,A,,,Existing,Y,N,,8E1C38E1-3DC8-4A37-9DCD-4934FBA30EFE,Default,,,,Double Bay,,2028,AU,293274599,,,,,
416,416,416,416,ADMIN486509638283,AECDUB20,580,Aecom/Cansult Maunsell,,A,,,Existing,Y,N,,22CA1994-97B8-4756-8982-C371ADE81BC5,Default,,,,Dubai,,,AE,,,,,,
417,417,417,417,ADMIN486509638284,MATRIX20,260,Matrix Project Managers,,A,,,Existing,Y,N,,5EAE98C9-EB8C-459F-85D5-DE53658DA997,Default,59 Marine Drive,La Lucia,,Durban,,4051,ZA,,,,,,
418,418,418,418,ADMIN486509638285,ETHEKW20,384,eThekwini Municipality,,A,,,Existing,Y,N,,FAC00112-5E83-424A-9782-B0BF257B22E0,Default,303 West Street,,,Durban,,,ZA,27313362508,,,,,
419,419,419,419,ADMIN486509638286,CENTOR10,482,Centor Products,,A,,,Existing,Y,N,,C285E5F1-D21E-44C0-8138-F0312EC0F4DF,Default,,,,Eagle Farm,QLD,4009,AU,,,,,,
420,420,420,420,ADMIN486509638287,MANTLE10,1040,Mantle Group,,A,,,Existing,Y,N,,104139B6-FBCC-4DF7-ADEB-7D83D6985DD9,Default,187 Wellington Road,,,East Brisbane,QLD,4169,AU,,,,,,
421,421,421,421,ADMIN486509638288,PARLIA40,607,Parliament,,A,,,Existing,Y,N,,4D5A58A4-5D1D-4E4D-9AEA-DE89EB663C2A,Default,S5 St Andrews Place,,,East Melbourne,VIC,3002,AU,,,,,,
422,422,422,422,ADMIN486509638289,METFIR40,937,Metropolitan Fire & Emergency Services Board,,A,,,Existing,Y,N,,C792D81B-7ACC-4808-B48C-F94654E1662D,Default,,,,East Melbourne,VIC,3002,AU,03 9665 4537,03 9665 4567,,,,
423,423,423,423,ADMIN486509638290,EVANPE20,389,Evans & Peck Pty Ltd,,A,,,Existing,Y,N,,F99E9E1D-D8BE-438F-8FB1-729E6FAA2E48,Default,,,,East Roseville,,2069,AU,298820500,294178850,,,,
424,424,424,424,ADMIN486509638291,YESHIV40,1081,Yeshivah Centre,,A,,,Existing,Y,N,,D0B56EA4-89DB-4999-AB53-7BD59871FEC5,Default,,,,East St Kilda,,,AU,,,,,,
425,425,425,425,ADMIN486509638292,ABCMEL40,827,ABC Melbourne,,A,,,Existing,Y,N,,DD2136CA-B807-4D58-87D1-1931EAF2B27F,Default,,,,Easternwick,,3185,AU,,,,,,
426,426,426,426,ADMIN486509638293,HENSLE20,1067,Hensley Hall Holdings Pty Ltd,,A,,,Existing,Y,N,,05BB0363-3131-4050-A8FC-BAEB88740248,Default,179-191 South Head Road,,,Edgecliff,,2027,AU,93023000,,,,,
427,427,427,427,ADMIN486509638294,ASCHAM20,1153,Ascham School,,A,,,Existing,Y,N,,E4F5FE49-0793-419C-B4DA-C3BBD76F8BA9,Default,,,,Edgecliff,NSW,2027,AU,294528300,,,,,
428,428,428,428,ADMIN486509638295,ELLISA40,710,Michael Ellis Architecture,,A,,,Existing,Y,N,,7D9FB359-BE73-4C30-8DC8-EE3DE0A45E6F,Default,,,,Elwood,,3184,AU,,,,,,
429,429,429,429,ADMIN486509638296,GENESY20,369,Genesys,,A,,,Existing,Y,N,,DFD3FFBF-2D47-454A-B149-8DDC7DE2D3D9,Default,,,,Epping,,1710,AU,,,,,,
430,430,430,430,ADMIN486509638297,ESSEND20,383,Essonden Fields,,A,,,Existing,Y,N,,BF120EE8-B9DF-4062-9502-E64D643C38C7,Default,7 English Street,,,Essendon Airport,,3041,AU,03 99489400,394489330,,,,
431,431,431,431,ADMIN486509638298,DRUMMO20,867,Richard Drummond,,A,,,Existing,Y,N,,2988A09C-58E5-4AFC-8D2C-D8DAC2E20C86,Default,,,,Fairy Meadow,,2519,AU,02 4227 6622,,,,,
432,432,432,432,ADMIN486509638299,WOLODZ10,1052,Tom & Vicki Wolodzko,,A,,,Existing,Y,N,,328E4C71-B508-4DCA-9C32-7D6E1B5A6B71,Default,,,,Fig Tree Pocket,,4069,AU,,,,,,
433,433,433,433,ADMIN486509638300,CRAIGK10,1075,Karen Craig,,A,,,Existing,Y,N,,3A965C04-1A28-4E47-A35A-8C003F70BF9E,Default,,,,Fingal Head,,2487,AU,417658819,,,,,
434,434,434,434,ADMIN486509638301,AUCATH40,658,Australian Catholic University,,A,,,Existing,Y,N,,5A3831DF-2D44-4551-AD2E-68F370E570B3,Default,115 Victoria Parade,,,Fitzroy,VIC,,AU,297392102,,,,,
435,435,435,435,ADMIN486509638302,HANOVE40,887,Hanover Welfare Services,,A,,,Existing,Y,N,,EE3C7E87-B024-4325-825B-8E206F8D823F,Default,,,,Fitzroy,VIC,3065,AU,03 9288 9800,03 9288 9899,,,,
436,436,436,436,ADMIN486509638303,JONESC40,700,Jones Chijoff,,A,,,Existing,Y,N,,9E8B9C93-8146-417C-B0F8-C1D726D8F8FC,Default,,,,Footscray,,3011,AU,425803616,,,,,
437,437,437,437,ADMIN486509638304,COTTLE20,1010,Ben & Kim Cottle,,A,,,Existing,Y,N,,B61E7525-C6A8-41EE-ACD7-995AD48D4DEE,Default,,,,Forest Lodge,,2037,AU,412650933,,,,,
438,438,438,438,ADMIN486509638305,AWEDWA10,544,AWE Edwards Pty Ltd,,A,,,Existing,Y,N,,4A4FC0E0-2853-428A-87FC-9267E20B42B0,Default,,,,Fortitude Valley,QLD,4006,AU,,,,,,
439,439,439,439,ADMIN486509638306,AECOMN10,844,AECOM New Zealand,,A,,,Existing,Y,N,,BA6250BE-9D27-441A-82A8-59A502357837,Default,,,,Fortitude Valley,QLD,,AU,,,,,,
440,440,440,440,ADMIN486509638307,BROADS20,1142,Broadstone Group,,A,,,Existing,Y,N,,EB52BBC9-46F5-4A5C-9B70-5BC7BAF27937,Default,124 Washington Street,,,Foxboro,,2035,US,,,,,,
441,441,441,441,ADMIN486509638308,ROZNEJ20,169,Judy Rozner,,A,,,Existing,Y,N,,4B01EDC7-123A-4C64-A09C-65A2F25751A2,Default,,,,Frankston,VIC,3199,AU,,,,,,
442,442,442,442,ADMIN486509638309,SEWATE20,1011,South East Water,,A,,,Existing,Y,N,,B4CEAF5B-6C1D-44F0-B6EF-6D31643A2CC1,Default,,,,Frankston,,,AU,394255141,,,,,
443,443,443,443,ADMIN486509638310,CODAST20,1123,Coda,,A,,,Existing,Y,N,,58B05104-CE65-4626-852B-4B062EC8618C,Default,,,,Fremantle,,,AU,894336000,,,,,
444,444,444,444,ADMIN486509638311,RUSSEL20,173,Russell Catherine,,A,,,Existing,Y,N,,A6031250-148C-4E11-A5F7-94D41DF8122F,Default,,,,Frenchs Forest,NSW,2086,AU,299755461,,,,,
445,445,445,445,ADMIN486509638312,EVENTP20,390,Event Project Management,,A,,,Existing,Y,N,,1F556526-2360-4537-88F0-C85D450109FD,Default,,,,Frenchs Forest,NSW,2086,AU,,,,,,
446,446,446,446,ADMIN486509638313,POWERM10,20,Power Initiatives,,A,,,Existing,Y,N,,C52A7EC2-0598-4424-8CC8-6564358D2CE8,Default,,,,Fyshwick,ACT,2309,AU,,,,,,
447,447,447,447,ADMIN486509638314,SPOTLE30,102,Spotless,,A,,,Existing,Y,N,,FBFCCEE2-DC48-4870-A1A3-92A7EBAE972B,Default,,,,Fyshwick,ACT,2609,AU,,,,,,
448,448,448,448,ADMIN486509638315,POWERM30,146,Mark Power & Associates,,A,,,Existing,Y,N,,96F923AB-ABE8-47FF-A9E3-D1FBBFF880E0,Default,,,,Fyshwick,ACT,2604,AU,,,,,,
