,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,VisionClientID,EpicorCustomerID,ClientNumber,Name,Type,Status,WebSite,Memo,CurrentStatus,ClientInd,VendorInd,LinkedVendor,VisionClientAddressID,AddressDescription,Address2,Address3,Address4,City,State,Zip,Country,Phone,FAX,GoogleAddress,GooglePhone,googleExtras,googled
300,300,300,300,300,300,ADMIN486509638167,HUNTHU30,316,Hunt & Hunt Solicitors Act,,A,,,Existing,Y,N,,9CA6453C-41BD-4D6E-8ADD-60D7BF548C1A,Default,,,,Canberra,ACT,2600,AU,,,,,,True
301,301,301,301,301,301,ADMIN486509638168,GODFRE30,344,Godfrey Pembroke,,A,,,Existing,Y,N,,C4142CFA-36CA-4FE1-9F4E-908FA3EE4CC1,Default,Cnr University Ave & Marcus Clarke St,,,Canberra,ACT,2601,AU,262854005,262854170,"Address: 17-21 University Ave, Canberra ACT 2601",Phone:(02) 6249 1555, | See outside | Godfrey Pembroke Financial Consultants | Financial Consultant | View 10+ more | Parker Financial Services | Dixon Advisory | Money Mechanics | Bridges Financial Services Pty Limited | Financial Services Partners,True
302,302,302,302,302,302,ADMIN486509638169,HELKEP30,355,Helke Pty Ltd,,A,,,Existing,Y,N,,C3868CEA-A46B-4AD7-8254-1D453FD6CBA3,Default,,,,Canberra,ACT,2601,AU,418481807,,,,,True
303,303,303,303,303,303,ADMIN486509638170,HILLRO30,356,Hill Ross,,A,,,Existing,Y,N,,C9640E76-ECC2-4063-A847-6F64020C3689,Default,,,,Canberra,ACT,2601,AU,,,"Address: 3/1 Hobart Pl, Canberra ACT 2601",Phone:(02) 6263 9200, | See outside | HILLROSS FINANCIAL SERVICES LIMITED | Financial Planner | Navakas | Clarity Planning & Protection | Dixon Advisory,True
304,304,304,304,304,304,ADMIN486509638171,HINDMA30,357,John Hindmarsh (Act) Pty Ltd,,A,,,Existing,Y,N,,67E2DA4B-F2D3-4BD9-97F8-8235CADB9231,Default,,,,Canberra,ACT,2601,AU,,,,,,True
305,305,305,305,305,305,ADMIN486509638172,GESHAW30,372,GE Shaw & Assoc,,A,,,Existing,Y,N,,7562488C-B2D6-4975-A1CA-E8D54120E0D9,Default,,,,Canberra,ACT,2602,AU,,,"Address: 1/54-56 Colbee Ct, Phillip ACT 2606",Phone:(02) 6248 9995, | See outside | G. E. Shaw & Associates PTY LTD | Construction | Lennock Volkswagen | Iqon PTY Ltd. | Geocon Building Canberra | Manuka Oval,True
306,306,306,306,306,306,ADMIN486509638173,DEPPAR30,402,Dept of Parliamentary Services,,A,,,Existing,Y,N,,5FC793C2-168D-46F5-8385-B7D3AEA554FF,Default,,,,Canberra,ACT,2600,AU,262778919,,,,,True
307,307,307,307,307,307,ADMIN486509638174,DEPINF30,424,Department of Infrastructure,,A,,,Existing,Y,N,,A8C7D9DE-F42D-4825-911F-2937846685CE,Default,,,,Canberra,ACT,2601,AU,262748066,,"Address: 111 Alinga St, Canberra ACT 2601",Phone:(02) 5274 8125, | See outside | Department of Infrastructure and Transport | Federal Government Office | Hours: Open today  9:00 am  5:00 pm | View 5+ more | Braddon Service Centre | Australian Transport Safety Bureau | National Capital Authority | Australian Maritime Safety Authority | National Library of Australia,True
308,308,308,308,308,308,ADMIN486509638175,DEPTCA30,425,Department Of Communication And Arts,,A,,,Existing,Y,N,,0478B295-5A5C-49C6-882C-B3ACBD1D7D60,Default,,,,Canberra,ACT,2601,AU,,,,,,True
309,309,309,309,309,309,ADMIN486509638176,DEPTDE10,426,Department Of Defence,,A,,,Existing,Y,N,,AF9B6737-EADB-4C85-A381-5DC1480C055C,Default,,,,Canberra,ACT,2600,AU,,,,,,True
310,310,310,310,310,310,ADMIN486509638177,DEPTDE30,428,Department Of Defence,,A,,,Existing,Y,N,,0DCE797E-A679-4875-BE3C-A3943658E595,Default,,,,Canberra,ACT,2600,AU,,,,,,True
311,311,311,311,311,311,ADMIN486509638178,CICACT30,471,Canberra Investment corp Ltd,,A,,,Existing,Y,N,,320CEB8C-4DA0-4EA4-88CF-2CA3AE14CFC9,Default,60 Marcus Clarke Street,,,Canberra,ACT,,AU,02 6230000,02 62300811,"Address: 60 Marcus Clarke St, Canberra ACT 2601",Phone:(02) 6230 0800, | See outside | Canberra Investment Corp Ltd. | Real Estate Developer,True
312,312,312,312,312,312,ADMIN486509638179,CANBBI30,493,Canberra Biennial,,A,,,Existing,Y,N,,72E4CA12-4E77-40A1-BADB-2C678D7B554A,Default,,,,Canberra,ACT,,AU,02 62015000,,,,,True
313,313,313,313,313,313,ADMIN486509638180,CANBCB30,494,Canberra CBD,,A,,,Existing,Y,N,,2F63387A-15DD-477C-AF00-0364111D688C,Default,,,,Canberra,ACT,2601,AU,406376756,,,," | Canberra | Capital of Australia | Canberra is Australias capital, inland from the country's southeast coast. Surrounded by forest, farmland and nature reserves, it earns its nickname, the ""Bush Capital. The city's focal point is Lake Burley Griffin, filled with sailboats and kayaks. On the lakeshore is the massive, strikingly modern Parliament House, as well as museums including the National Gallery, known for its indigenous art collections. | Area: 814.2 km | Weather: 12C, Wind SE at 16 km/h, 54% Humidity | Getting there: 55 min flight. View flights | Population: 356,585 (2011) UNdata | Local time: Thursday 10:39 AM | Points of interest | View 15+ more | Australian War Memorial | Parliament House, Canberra | National Gallery of Australia | Lake Burley Griffin | Old Parliament House, C... | Colleges and Universities | View 5+ more | Australian National University | University of Canberra | Canberra Institute of Technology | Australian Defence Force Ac... | Royal Military College... | Upcoming events and overview",True
314,314,314,314,314,314,ADMIN486509638181,CANBCO30,495,Canberra Connect,,A,,,Existing,Y,N,,38CE7570-8746-4750-8F5C-392AE3E231F7,Default,GPO Box 158,,,Canberra,ACT,2601,AU,,,"Address: Civic Library, Civic Square, London Circuit, Canberra ACT 2600",Phone:(02) 6207 5111, | See outside | Canberra Connect | Driver's License Office,True
315,315,315,315,315,315,ADMIN486509638182,AUSWAR30,541,Australian War Memorial,,A,,,Existing,Y,N,,CB03FF2B-99CE-4B20-BEA7-0C280B89F722,Default,,,,Canberra,ACT,2601,AU,02 62434211,02 62434325,"Address: Treloar Cres, Campbell ACT 2612",Phone: (02) 6243 4211," | Australian War Memorial | Museum in Australia | The Australian War Memorial is Australia's national memorial to the members of its armed forces and supporting organisations who have died or participated in wars involving the Commonwealth of Australia. Wikipedia | Hours: Open today  10:00 am  5:00 pm | Founder: Charles Bean | Founded: November 11, 1941, Australia | Director: Brendan Nelson | Architects: Emil Sodersten, John Crust | Architectural styles: Art Deco, Byzantine architecture | 4.8 | 73 Google reviews | Shrine and museum built as a visual focus for the country's gratefulness for military sacrifice. - Google | ""It is wonderful that these brave men and women are remembered and honoured."" | ""Best museum in Canberra, if not Australia, hands down."" | ""What a remarkable and overwhelming place."" | View all Google reviews | Popular times | Thursdays | 6a | 9a | 12p | 3p | 6p | 9p | Profiles | Facebook | Twitter | Google+ | View 15+ more | Questacon | Parliament House, Canberra | National Gallery of Australia | National Museum of Australia | Lake Burley Griffin",True
316,316,316,316,316,316,ADMIN486509638183,BAULDE30,558,Baulderstone Hornibrook,,A,,,Existing,Y,N,,5F94DB2B-902D-4B13-89D4-49729248BBD9,Default,,,,Canberra,ACT,2601,AU,262300322,262300399,,,,True
317,317,317,317,317,317,ADMIN486509638184,ARCHDI30,560,Archdiocese of Canberra & Goulburn,,A,,,Existing,Y,N,,FEC57C53-19A9-42E9-8AFE-341072883B98,Default,,,,Canberra,ACT,,AU,262041950,,,," | Roman Catholic Archdiocese of Canberra and Goulburn | The Roman Catholic Archdiocese of Canberra  Goulburn is a Latin Rite archdiocese located in the Australian Capital Territory and the South West Slopes, Southern Tablelands, Monaro and South Coast regions of New South Wales, Australia. Wikipedia | Area: 88,000 km | Patron saint: Mary | Bishop: Christopher Prowse",True
318,318,318,318,318,318,ADMIN486509638185,AUSBUS30,577,Australian Business Academy,,A,,,Existing,Y,N,,BA87A044-167F-4E1C-AA4E-A7508091A3C6,Default,,,,Canberra,ACT,2601,AU,,,"Address: Level 1 12 Moore Street, Canberra ACT 2601",Phone:(02) 6248 0877, | See outside | Australian Business Academy | University | Hours: Open today  9:00 am  5:00 pm | 1 Google review | View 15+ more | Canberra Institute of Technology | ANU College of Business & Economics | Daramalan College | Merici College | ANU Centre for Continuing Education,True
319,319,319,319,319,319,ADMIN486509638186,ACTHEA30,579,Act Dept Of Health & Community Care,,A,,,Existing,Y,N,,612A7A3B-E1FF-402D-81D4-06075CAD3369,Default,,,,Canberra,ACT,2601,AU,,,,,,True
320,320,320,320,320,320,ADMIN486509638187,AIATSA30,581,AIATSIS,,A,,,Existing,Y,N,,C6708613-AAC8-44DD-A2FE-94F3D233E091,Default,,,,Canberra,ACT,2601,AU,,,"Address: 51 Lawson Cres, Acton ACT 2601",Phone:(02) 6246 1111, | See outside | AIATSIS Library | Library | Hours: Open today  11:00 am  3:00 pm | 1 Google review | View 3+ more | National Library of Australia | Telopea Park | Ministry for the Arts | NHMRC - Canberra | Kingston Library,True
321,321,321,321,321,321,ADMIN486509638188,AIRSER30,591,Airservices Australia,,A,,,Existing,Y,N,,143F2625-5F08-4D4A-B5B1-9F509B5DE6BD,Default,,,,Canberra,ACT,2601,AU,,,"Address: Alan Woods Building, 25 Constitution Ave, Canberra ACT 2601",Phone:(02) 6268 4111, | See outside | Airservices Australia | Federal Government Office | View 10+ more | Chief Minister and Treasury Directorate | Australian National Audit Office | Koko Black | Australian Transport Safety Bureau | ACT Law Society,True
322,322,322,322,322,322,ADMIN486509638189,ACTJUS30,609,ACT Dept of Jutice & Community,,A,,,Existing,Y,N,,1C61F715-7191-4A53-B58C-CA74199BDC1A,Default,,,,Canberra,ACT,2601,AU,262053086,,,,,True
323,323,323,323,323,323,ADMIN486509638190,ACTHEA20,618,ACT Dept Health & Community Care,,A,,,Existing,Y,N,,D0F55BD8-C307-4CAD-9720-D1E6D10FC3B6,Default,,,,Canberra,ACT,2601,AU,262075542,,,,,True
324,324,324,324,324,324,ADMIN486509638191,TRILAW30,627,Trinity Law,,A,,,Existing,Y,N,,B97D3EA0-9595-4A49-9A86-14B0B798B0AE,Default,214 Northbourne Ave,,,Canberra,ACT,2601,AU,261635050,,"Address: 3/40 Blackall St, Barton ACT 2600",Phone:(02) 6163 5050, | See outside | Trinity Law | Law Firm | Hours: Open today  8:45 am  5:15 pm | View 15+ more | Moray & Agnew | Dibbs Barker | Goodman Law | Meyer Vandenberg Lawyers | ACT Law Society,True
325,325,325,325,325,325,ADMIN486509638192,ACTPRO20,630,ACT Procurement Solutions,,A,,,Existing,Y,N,,2930A198-71D0-4DE3-B82A-E97FEDE77457,Default,,,,Canberra,ACT,,AU,262075564,,,,,True
326,326,326,326,326,326,ADMIN486509638193,BUREAU30,645,Bureau of Meteorology,,A,,,Existing,Y,N,,4610120B-C5DD-47DA-83A4-335491202FD9,Default,5 Farrell Place,,,Canberra,ACT,,AU,417702424,,,,,True
327,327,327,327,327,327,ADMIN486509638194,EMBUSA30,652,Embassy of the USA,,A,,,Existing,Y,N,,ED25A8A1-68A2-4A51-867C-585961402F47,Default,,,,Canberra,ACT,,AU,262145875,,"Address: Moonah Pl, Yarralumla ACT 2600",Phone:(02) 6214 5600," | See outside | The Embassy of the United States of America | Embassy | Hours: Open today  8:00 am  5:00 pm | 2 Google reviews | View 15+ more | Embassy of the Peoples Republic of China | Embassy of the Philippines | Embassy of Japan | Embassy of Brazil | Royal Thai Embassy | See results about | Embassy of the United States, Canberra | The Embassy of the United States in Canberra is the embassy of the United States to Australia. It is one ...",True
328,328,328,328,328,328,ADMIN486509638195,STHILL30,661,St Hilliers,,A,,,Existing,Y,N,,C232148B-C47E-489E-AE13-0FB652665E8D,Default,71 Leichardt Street,Kingston,,Canberra,ACT,,AU,262395999,,"Address: 88 Cumberland St, The Rocks NSW 2000",Phone:(02) 9259 5200, | See outside | St Hilliers Pty Limited | Construction Company | Hours: Open today  10:00 am  5:00 pm | 1 Google review | View 15+ more | Built Pty Ltd | Richard Crookes Constructions PTY Ltd. | Mainbrace Constructions | Hindmarsh | John holland,True
329,329,329,329,329,329,ADMIN486509638196,KORDIA30,687,Kordia,,A,,,Existing,Y,N,,FC645C94-D64C-496C-BA62-D950D17518BA,Default,25 Constitution Avenue,,,Canberra,ACT,,AU,262795773,,,,,True
330,330,330,330,330,330,ADMIN486509638197,CLIMAT30,712,Dept of Climate Change,,A,,,Existing,Y,N,,B700C9B0-FCCE-4736-AA91-ACB3D3E8D3BF,Default,,,,Canberra,ACT,2600,AU,02 61597445,,"Address: Phillip Law St, Canberra ACT 2601",Phone:1800 803 772, | Department of Climate Change and Energy Efficiency | Federal Government Office | View 10+ more | Reserve Bank of Australia | National Water Commission | ABARES | Australian Renewable Energy Agency | AusIndustry,True
331,331,331,331,331,331,ADMIN486509638198,THINCP30,764,Thinc Projects,,A,,,Existing,Y,N,,402CFE25-B240-4E33-9DB7-C6E3DDB58609,Default,,,,Canberra,ACT,2601,AU,,,,,,True
332,332,332,332,332,332,ADMIN486509638199,PROJEC30,774,Project Coordination,,A,,,Existing,Y,N,,E6185D6B-8D59-42C1-ABD2-321BE598C94C,Default,,,,Canberra,ACT,2601,AU,262851555,,"Address: 20 Napier Cl, Deakin ACT 2600",Phone:(02) 6285 1555, | See outside | Project Coordination (Australia) Pty LTD | Construction,True
333,333,333,333,333,333,ADMIN486509638200,DEPREG30,872,Department of Regional Australia,,A,,,Existing,Y,N,,28799F35-6AD8-4772-83BD-189D2C0E4AAE,Default,,,,Canberra,ACT,2600,AU,02 6274 2379,,,,,True
334,334,334,334,334,334,ADMIN486509638201,COLINT20,881,Colliers International,,A,,,Existing,Y,N,,55472002-2249-49F5-9142-88D3BA10BD2D,Default,,,,Canberra,ACT,2601,AU,02 6257 2121,,"Address: 21/23 Marcus Clarke St, Canberra ACT 2601",Phone:(02) 6257 2121, | See outside | Colliers International | Commercial Real Estate Agency | Hours: Open today  8:30 am  5:30 pm | View 15+ more | Knight Frank PTY Ltd. | Jones Lang LaSalle | CBRE | McGrath Estate Agents | Savills Canberra,True
335,335,335,335,335,335,ADMIN486509638202,AUSNAT20,910,Australian National Univesity,,A,,,Existing,Y,N,,9F100C12-27A9-47FA-A525-5A1F5B05979C,Default,,,,Canberra,ACT,200,AU,02 6125 6693,,Address: Canberra ACT 0200,Phone: (02) 6125 5111," | Australian National University | Public university in Australia | The Australian National University is a public university in Canberra, Australian Capital Territory. Located in the suburb of Acton, the main campus encompasses seven teaching and research colleges, in addition to several national institutes. Wikipedia | Enrollment: 21,113 (2013) | Upcoming events | Rufus | Thu | 29 Oct | Profiles | Facebook | View 10+ more | University of Sydney | Sydney | University of Melbourne | Melbourne | University of New South Wa... | Kensington | Monash University | Melbourne | University of Canberra | Canberra | Notable alumni and overview",True
336,336,336,336,336,336,ADMIN486509638203,QICCAN20,1001,QIC,,A,,,Existing,Y,N,,8CA62540-5F5B-4795-B130-5A7F74B41698,Default,,,,Canberra,ACT,,AU,,,,,,True
337,337,337,337,337,337,ADMIN486509638204,NATMUS20,1210,National Museum of Australia,,A,,,Existing,Y,N,,EF964917-83BB-4580-97A0-658903E8B819,Default,,,,Canberra,ACT,,AU,438522117,,"Address: Lawson Cres, Acton ACT 2601",Phone: (02) 6208 5000," | National Museum of Australia | The National Museum of Australia preserves and interprets Australia's social history, exploring the key issues, people and events that have shaped the nation. It was formally established by the National Museum of Australia Act 1980. Wikipedia | Opened: March 11, 2001 | Hours: Open today  9:00 am  5:00 pm | Function: Museum | Architectural style: Deconstructivism | Director: Andrew Sayers | Architect: Howard Raggatt | 4.3 | 38 Google reviews | ""The museum has a wonderful site location, beautiful views to the lake."" | ""Even more so given the current Old Masters exhibition."" | ""A wonderful museum giving a good look into Australia's diverse history."" | View all Google reviews | Popular times | Thursdays | 6a | 9a | 12p | 3p | 6p | 9p | Profiles | Twitter | Google+ | View 10+ more | National Gallery of Australia | Old Parliament House, C... | Questacon | Parliament House, Canberra | Lake Burley Griffin",True
338,338,338,338,338,338,ADMIN486509638205,CAMBER40,1082,Camberwell Grammar School,,A,,,Existing,Y,N,,CDE23EB0-A283-464C-A7A6-BF0862A3BF17,Default,,,,Canterbury,VIC,3126,AU,398351777,,"Address: 55 Mont Albert Rd, Canterbury VIC 3126",Phone: (03) 9835 1777," | Camberwell Grammar School | Independent school in Melbourne, Victoria | Camberwell Grammar School is an independent, Anglican, day school for boys, located in Canterbury, an eastern suburb of Melbourne, Victoria, Australia. Camberwell Church of England Grammar School was founded in 1886. Wikipedia | Founded: 1886 | View 15+ more | Scotch College | St Kevin's College | Xavier College | Trinity Grammar School | Carey Baptist Grammar School",True
339,339,339,339,339,339,ADMIN486509638206,UNIMEL40,625,Univrsity of Melbourne,,A,,,Existing,Y,N,,2C8F9C56-CAD7-4880-B709-6D5B228EEC90,Default,625-631 Swanston Street,,,Carlton,,,AU,383446000,03 83447759,Address: Parkville VIC 3010,Phone: (03) 9035 5511," | University of Melbourne | Public university in Melbourne, Victoria | The University of Melbourne is an Australian public research university located in Melbourne, Victoria. Founded in 1853, it is Australia's second oldest university and the oldest in Victoria. Wikipedia | Motto: Postera Crescam Laude | Enrollment: 42,653 (2014) | Chancellor: Elizabeth Alexander | Founder: Hugh Childers | Vice-chancellor: Glyn Davis | Profiles | Facebook | LinkedIn | Twitter | Google+ | Notable alumni | View 45+ more | Julia Gillard | Alex Chernov | Peter Singer | James Riady | Germaine Greer | View 10+ more | Monash University | Melbourne | University of Sydney | Sydney | RMIT University | Melbourne | University of New South Wa... | Kensington | University of Queensland | Brisbane",True
340,340,340,340,340,340,ADMIN486509638207,BROOKF40,1017,Brookfield Multiplex,,A,,,Existing,Y,N,,9D612BF5-50FB-497F-AC7E-79CD48DC18D7,Default,Lincoln Square North,,,Carlton,,3053,AU,383414500,,"Address: 135 King St, Sydne NSW 2000",Phone:(02) 9322 2000, | See outside | Brookfield Multiplex | Construction Company,True
341,341,341,341,341,341,ADMIN486509638208,COLONI20,434,Colonial First State Property Management,,A,,,Existing,Y,N,,4C124C17-DE46-4E27-83BD-59F24555575B,Default,,,,Chadstone,,3148,AU,399361222,399361333,"Address: 1341 Dandenong Rd, Chadstone VIC 3148",Phone:(03) 9936 1222, | Colonial First State Global Asset Management | Property Management Company | Located in: Chadstone Shopping Centre | View 15+ more | Capital Kitchen | Hoyts Chadstone | Stockland Tooronga | Myer Chadstone | Chadstone- The Fashion Capital,True
342,342,342,342,342,342,ADMIN486509638209,THOMPS10,653,Shane & Sally Thompson,,A,,,Existing,Y,N,,14002F55-1B59-4BD2-B40D-1A5358960346,Default,,,,Chandler,,,AU,,,,," | Shane Dawson | Actor | Shane Lee Dawson is an American YouTube personality, actor, sketch comedian, singer, songwriter and film director. Wikipedia | Born: July 19, 1988 (age 27), Long Beach, California, United States | Height: 1.83 m | Full name: Shane Lee Yaw | Books: I Hate Myselfie: A Collection of Essays by Shane Dawson | Parents: Teresa Yaw, Kyle Yaw Jr. | Profiles | Twitter | Facebook | Instagram | YouTube | Google+ | Movies and TV shows | Not Cool | 2014 | Smiley | 2012 | Smosh: The Movie | 2015 | Shane Dawson TV | View 15+ more | Lisa Schwartz | Former partner | Joey Graceffa | Tyler Oakley | Jenna Marbles | PewDiePie | See results about | Shane (1953 film) | Initial release: April 23, 1953 (New York City) | Director: George Stevens",True
343,343,343,343,343,343,ADMIN486509638210,THOMPA10,925,Shane Thompson Architects,,A,,,Existing,Y,N,,912B86FD-6038-4E04-B4F2-84A3123D9A30,Default,,,,Chandler,,4155,AU,,,"Address: 177 Eastwood St, Chandler QLD 4155",Phone:(07) 3823 1200, | See outside | Shane Thompson - Shane Thompson Architects | Architect,True
344,344,344,344,344,344,ADMIN486509638211,GUINAN10,1126,Tony Guinan,,A,,,Existing,Y,N,,E1A1ABFA-C4C9-48BF-94DE-E39AB00F2EE5,Default,,,,Chandler,,,AU,408294701,,,,,True
345,345,345,345,345,345,ADMIN486509638212,WUNKEJ10,1159,Jenny Lea and Jurgen Wunke,,A,,,Existing,Y,N,,6F384DB5-9E1A-4588-AFC2-93E89DF6F6AC,Default,,,,Chandler,,,AU,401099794,,,,,True
346,346,346,346,346,346,ADMIN486509638213,GOWDIE10,1056,John Gowdie,,A,,,Existing,Y,N,,FB515300-07D4-4A12-BABF-B7A550D889DE,Default,,,,Chapel Hill,,,AU,,,,,,True
347,347,347,347,347,347,ADMIN486509638214,NSWHEA20,656,NSW Health,,A,,,Existing,Y,N,,02760170-089C-48E5-804F-17ED389B9A66,Default,,,,Chatswood,,,AU,,,,,,True
348,348,348,348,348,348,ADMIN486509638215,KOSCIU20,731,Kusciusko Alpine Club,,A,,,Existing,Y,N,,2C642595-7A29-4911-A734-0D55E516523B,Default,7 Help Street,,,Chatswood,,2067,AU,294115974,,"Address: SUITE 703, 7 HELP STREET, Chatswood NSW 2067",Phone:(02) 9411 5974, | See outside | Kosciusko Alpine Club Ltd. | Ski Resort | Hours: Open today  9:00 am  5:00 pm | Travelplan Ski | Arlberg Ski Club | Chatswood Club Ltd.,True
349,349,349,349,349,349,ADMIN486509638216,BUILTN20,515,Built,,A,,,Existing,Y,N,,7026FAE4-9330-4E88-9B11-779B56BD4C62,Default,,,,Chippendale,NSW,2088,AU,,,"Address: 7/343 George St, Sydney NSW 2000",Phone:(02) 8332 4111, | See outside | Built | Builder | Hours: Open today  7:30 am  5:00 pm | 2 Google reviews,True
350,350,350,350,350,350,ADMIN486509638217,CANTER20,1091,Canterbury Earthquake Recovery,,A,,,Existing,Y,N,,703006E3-060F-4DF3-8717-FCA406FBE555,Default,,,,Christchurch,,8140,NZ,,,,,,True
351,351,351,351,351,351,ADMIN486509638218,UNICAN20,1120,University of Canterbury,,A,,,Existing,Y,N,,653D61B9-883E-4D88-94A4-E90FC1107D95,Default,,,,Christchurch,,8148,NZ,,,"Address: 20 Kirkwood Ave, Upper Riccarton, Christchurch 8041, New Zealand",Phone: +64 3-366 7001," | University of Canterbury | University in Christchurch, New Zealand | The University of Canterbury in Christchurch is New Zealand's second oldest university. Founded in 1873 through the efforts of the Canterbury Collegiate Union, its foundation professors arrived in 1874, ... Wikipedia | Enrollment: 14,872 (2013) | Chancellor: John Wood | Founded: 1873 | Color: Maroon | Academic staff: 740 | Profiles | Facebook | LinkedIn | Google+ | Notable alumni | View 45+ more | Ernest Rutherford | Rita Angus | Cal Wilson | Roy Kerr | Margaret Mahy | View 5+ more | University of Otago | Dunedin | University of Auckland | Auckland | Victoria University of Welling... | Wellington | Massey University | Palmerston North | University of Waikato | Hamilton | See results about | Canterbury Christ Church University (University in Canterbury, England) | Enrollment: 17,980 (2009) | Founded: 1962",True
352,352,352,352,352,352,ADMIN486509638219,HEATBN10,742,Heat,,A,,,Existing,Y,N,,C0C7B889-A734-426C-B076-ABF3B39AD537,Default,,,,City East,,4002,AU,732276405,,,,,True
353,353,353,353,353,353,ADMIN486509638220,ARCHIP10,1018,Archipelago,,A,,,Existing,Y,N,,04CD62C3-B141-4D22-99EB-5A75FAAF1E2C,Default,,,,City East,,4002,AU,,,,,,True
354,354,354,354,354,354,ADMIN486509638221,BOVISL30,503,Bovis Lend Lease,,A,,,Existing,Y,N,,EE4EC347-AF11-4ADA-BD74-9757555B93F3,Default,,,,Civic,ACT,2601,AU,,,,,,True
355,355,355,355,355,355,ADMIN486509638222,MULTIP30,232,Multiplex Fm Pty Ltd,,A,,,Existing,Y,N,,E59F3400-35CC-4C91-B589-525EBA0FCE7D,Default,,,,Civic Square,ACT,2608,AU,,,,,,True
356,356,356,356,356,356,ADMIN486509638223,CULTFC30,462,Cultural Facilities Corp,,A,,,Existing,Y,N,,63577DDD-C466-4ED4-A61A-BD3B06AB577E,Default,,,,Civic Square,ACT,2608,AU,,,,,,True
357,357,357,357,357,357,ADMIN486509638224,HUSBAN10,738,Husband Leith Arcthitects,,A,,,Existing,Y,N,,89632449-65FD-4BE8-99FA-4D86A42CACA8,Default,Clayfield Courtyard,699 Sandgate Road,,Clayfield,,4011,AU,,,"Address: 699 Sandgate Rd, Clayfield QLD 4011",Phone:(07) 3862 1888, | See outside | Husband Leith Architects | Architect,True
358,358,358,358,358,358,ADMIN486509638225,MACBET10,837,Macbeth Projects Pty Ltd,,A,,,Existing,Y,N,,6A59AF24-AEEE-4A18-B80B-AD12B7B1F7FE,Default,,,,Clayfield,,4011,AU,,,,,,True
359,359,359,359,359,359,ADMIN486509638226,MULTIP40,233,Multiplex,,A,,,Existing,Y,N,,E6A28340-AB43-4029-8D8F-9F6BBB93D756,Default,,,,Cloisters Square,,,AU,894830824,,"Address: 171-173 Mounts Bay Rd, Perth WA 6000",Phone:(08) 9483 0899, | See outside | Brookfield Multiplex | Construction Company | View 5+ more | Lend Lease | Brookfield Place | Schiavello WA Pty. Ltd. | JAXON | Department Of Treasury,True
360,360,360,360,360,360,ADMIN486509638227,PANTEX10,214,Pantex,,A,,,Existing,Y,N,,8C0F1072-B988-4616-A340-1C3D443D30C2,Default,,,,Clontarf,,4019,AU,733859466,,"Address: 12 Brewer St, Clontarf QLD 4019",Phone:(07) 3883 2020, | See outside | Pantex Roofing Systems | Roofing Supply Store | View 10+ more | Queensland Sheet Metal | Stratco Virginia | Northside Roofing | Versace Timbers | Sykes Roofing,True
361,361,361,361,361,361,ADMIN486509638228,MANNFR20,258,Fred Mann,,A,,,Existing,Y,N,,30EE578A-F1DF-4224-90C2-FAF86124C25B,Default,,,,Cloverdale,,9542,AU,,,,,,True
362,362,362,362,362,362,ADMIN486509638229,MORECC40,750,Moreland City Council,,A,,,Existing,Y,N,,03F1D441-1684-4CA3-98AC-41971823B9E2,Default,,,,Coburg,,,AU,392402214,,,,,True
363,363,363,363,363,363,ADMIN486509638230,SUMMIT10,117,The Summit at Coffs Pty Ltd,,A,,,Existing,Y,N,,6B6DD8A9-6B6A-464F-B75A-DCFE5EC615B9,Default,,,,Coffs Harbour,,2450,AU,,,,,,True
364,364,364,364,364,364,ADMIN486509638231,COFFSH20,997,Coffs Harbour City Council,,A,,,Existing,Y,N,,0A07E875-3CF4-4C9F-9BF8-CD18A21DFE30,Default,,,,Coffs Harbour,,,AU,,,"Address: 2 Castle St, Coffs Harbour NSW 2450",Phone:(02) 6648 4000, | See outside | Coffs Harbour City Council | City Government Office | Hours: Open today  8:30 am  4:30 pm | View 15+ more | Park Beach Plaza | Coffs Harbour | Coffs Harbour Airport | The Big Banana | Coffs Central,True
365,365,365,365,365,365,ADMIN486509638232,SCAPAR20,819,SCA PARTNERS,,A,,,Existing,Y,N,,303471B9-1428-4067-BB98-F1B13AD21BB0,Default,,,,Collingwood,,3066,AU,,,,,,True
366,366,366,366,366,366,ADMIN486509638233,HOMEGR40,886,Home Ground Services,,A,,,Existing,Y,N,,3B8DAB83-6DCE-4BCF-AA20-A128453220D4,Default,,,,Collingwood,,3066,AU,03 9288 9797,03 9288 9701,"Address: 68 Oxford St, Collingwood VIC 3066",Phone:(03) 9288 9600, | See outside | Home Ground Real Estate | Real Estate Agency,True
367,367,367,367,367,367,ADMIN486509638234,MONTLA40,894,Montlaur Project Services,,A,,,Existing,Y,N,,4EFC453D-70BD-4058-9F4A-775D8107E654,Default,,,,Collingwood,,3066,AU,,,"Address: 24 Cromwell St, Collingwood VIC 3066",Phone:(03) 9420 1900, | See outside | Montlaur Project Services | Business Management Consultant | View 15+ more | Henant Group | Fluor Corporation | Hansen Yuncken | Baracon | Gallagher Jeffs,True
